candidate_language	linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
sem-pro	a-di-ki-te-si-r	adikitesir	ximʔat	-20.2519	ximʔat (-20.25); θuːm- (-21.47); ħamaːt (-22.22)	10
sem-pro	a-di-ki-te-t	adikitet	θuːm-	-15.5376	θuːm- (-15.54); θuːm (-16.19); θin- (-16.87)	8
sem-pro	a-di-ki-te-te	adikitete	θuːm-	-18.3461	θuːm- (-18.35); θuːm (-18.61); θin- (-19.69)	9
sem-pro	a-di-ki-te-te-r	adikiteter	θuːm-	-20.9564	θuːm- (-20.96); θuːm (-22.11); ħamaːt (-22.12)	10
sem-pro	a-di-ki-tu	adikitu	θuːm-	-17.4057	θuːm- (-17.41); θ̣ill- (-17.87); θ̣urr- (-17.87)	7
sem-pro	a-di-ki-tu-j	adikituj	θuːm-	-20.233	θuːm- (-20.23); ħamsˤ́- (-20.79); θ̣ill- (-20.86)	8
sem-pro	a-di-ki-tu-ja	adikituja	θuːm-	-23.1897	θuːm- (-23.19); ħamsˤ́- (-23.26); θ̣ill- (-23.95)	9
sem-pro	a-di-ki-tu-ja-s	adikitujas	ħamsˤ́-	-25.9486	ħamsˤ́- (-25.95); θuːm- (-26.23); ħamiːsˤ́- (-27.05)	10
sem-pro	a-e-a-di	aeadi	muxx-	-12.5688	muxx- (-12.57); ħdθ- (-12.62); muxx (-13.22)	5
sem-pro	a-e-a-di-k	aeadik	muxx-	-15.3783	muxx- (-15.38); ħdθ- (-15.44); niħnu (-15.89)	6
sem-pro	a-e-a-di-ki	aeadiki	ba-	-16.8692	ba- (-16.87); ða- (-16.87); muxx- (-18.33)	7
sem-pro	a-e-a-di-ki-t	aeadikit	ða-	-19.6972	ða- (-19.70); ba- (-19.70); muxx- (-21.39)	8
sem-pro	a-e-a-di-ki-te	aeadikite	ɡiːd	-19.6935	ɡiːd (-19.69); nuːb (-19.69); θuːm (-19.70)	9
sem-pro	a-e-a-di-ki-te-t	aeadikitet	θuːm-	-22.5519	θuːm- (-22.55); baθan- (-23.05); ɡiːd (-23.20)	10
sem-pro	a-i-da-a	aidaa	U₃	-13.9506	U₃ (-13.95); ħdθ- (-14.86); θin- (-15.71)	5
sem-pro	a-i-da-a-u	aidaau	U₃	-17.0572	U₃ (-17.06); ħdθ- (-17.84); θin- (-18.53)	6
sem-pro	a-i-da-j	aidaj	U₃	-13.9506	U₃ (-13.95); ħdθ- (-14.86); θin- (-15.71)	5
sem-pro	a-i-da-ja	aidaja	U₃	-17.0572	U₃ (-17.06); ħdθ- (-17.84); θin- (-18.53)	6
sem-pro	a-i-da-ja-s	aidajas	U₃	-20.2315	U₃ (-20.23); daθʔ (-20.24); ħdθ- (-20.94)	7
sem-pro	a-i-na-j	ainaj	-r	-13.3751	-r (-13.38); U₃ (-13.95); -aj- (-14.70)	5
sem-pro	a-i-na-ja	ainaja	-r	-16.8775	-r (-16.88); U₃ (-17.06); -aj- (-17.78)	6
sem-pro	a-i-na-ja-r	ainajar	U₃	-20.2315	U₃ (-20.23); raʔʃ (-20.26); -r (-20.38)	7
sem-pro	a-i-na-ja-re	ainajare	-b	-21.9698	-b (-21.97); lapt- (-23.10); raʔʃ- (-23.10)	8
sem-pro	a-i-na-ja-re-t	ainajaret	tiʃʕ-	-25.3396	tiʃʕ- (-25.34); -b (-25.48); raʔʃ- (-25.93)	9
sem-pro	a-i-na-ja-re-ta	ainajareta	tiʃʕ-	-28.1628	tiʃʕ- (-28.16); jawm- (-28.87); liʃaːn- (-28.88)	10
sem-pro	a-i-nwa	ainwa	-r	-13.3751	-r (-13.38); U₃ (-13.95); -aj- (-14.70)	5
sem-pro	a-i-nwa-z	ainwaz	-r	-16.8775	-r (-16.88); U₃ (-17.06); ʔalp (-17.42)	6
sem-pro	a-i-nwa-za	ainwaza	U₃	-20.2315	U₃ (-20.23); birk- (-20.27); ʔalp- (-20.27)	7
sem-pro	a-i-nwa-za-*56	ainwazaΦ	malk-	-23.097	malk- (-23.10); ħalkˤ (-23.10); birk- (-23.10)	8
sem-pro	a-i-nwa-za-*56-n	ainwazaΦn	bakˤl	-25.6698	bakˤl (-25.67); -r (-25.81); ʔalp- (-26.20)	9
sem-pro	a-i-nwa-za-*56-ni	ainwazaΦni	ħakˤl-	-28.515	ħakˤl- (-28.52); bakˤl (-29.17); -r (-29.32)	10
sem-pro	a-i-*301-ti	aiΘti	U₃	-13.9506	U₃ (-13.95); -aj- (-16.67); -at- (-16.67)	5
sem-pro	a-i-*301-ti-j	aiΘtij	U₃	-17.0572	U₃ (-17.06); -aj- (-19.62); -at- (-19.62)	6
sem-pro	a-i-*301-ti-ja	aiΘtija	U₃	-20.2315	U₃ (-20.23); -aj- (-22.65); -at- (-22.65)	7
sem-pro	a-i-*301-ti-ja-s	aiΘtijas	U₃	-23.4538	U₃ (-23.45); -aj- (-25.75); -at- (-25.75)	8
sem-pro	a-i-*301-ti-ja-sa	aiΘtijasa	U₃	-26.712	U₃ (-26.71); -aj- (-28.90); -at- (-28.90)	9
sem-pro	a-i-*301-ti-ja-sa-s	aiΘtijasas	U₃	-29.9981	U₃ (-30.00); -at- (-32.08); -aj- (-32.08)	10
sem-pro	a-i-*301-u-j	aiΘuj	U₃	-13.9506	U₃ (-13.95); -aj- (-16.67); -at- (-16.67)	5
sem-pro	a-i-*301-u-ja	aiΘuja	U₃	-17.0572	U₃ (-17.06); -aj- (-19.62); -at- (-19.62)	6
sem-pro	a-i-*301-u-t	aiΘut	U₃	-13.9506	U₃ (-13.95); -aj- (-16.67); -at- (-16.67)	5
sem-pro	a-i-*301-u-ti	aiΘuti	U₃	-17.0572	U₃ (-17.06); -aj- (-19.62); -at- (-19.62)	6
sem-pro	a-i-*301-u-ti-n	aiΘutin	-r	-19.3043	-r (-19.30); U₃ (-20.23); maːj (-21.76)	7
sem-pro	a-i-*301-u-ti-nu	aiΘutinu	-r	-22.8099	-r (-22.81); U₃ (-23.45); -aj- (-24.08)	8
sem-pro	a-i-*301-u-ti-nu-j	aiΘutinuj	-r	-26.3152	-r (-26.32); U₃ (-26.71); -aj- (-26.95)	9
sem-pro	a-i-*301-u-ti-nu-ja	aiΘutinuja	-r	-29.8202	-r (-29.82); U₃ (-30.00); -aj- (-30.07)	10
sem-pro	a-i-*301-wa	aiΘwa	U₃	-13.9506	U₃ (-13.95); -aj- (-16.67); -at- (-16.67)	5
sem-pro	a-i-*301-wa-e	aiΘwae	-b	-15.2899	-b (-15.29); U₃ (-17.06); ɡiːd (-17.97)	6
sem-pro	a-i-*301-wa-e-a	aiΘwaea	-b	-18.7967	-b (-18.80); U₃ (-20.23); θuːm- (-20.82)	7
sem-pro	a-i-*301-wa-e-a-d	aiΘwaead	-b	-22.3033	-b (-22.30); kˤamħ (-23.38); U₃ (-23.45)	8
sem-pro	a-i-*301-wa-e-a-di	aiΘwaeadi	ħdθ-	-25.5707	ħdθ- (-25.57); ħamθ- (-25.67); ʃidθ- (-25.67)	9
sem-pro	a-i-*301-wa-e-a-di-k	aiΘwaeadik	ħdθ-	-28.3929	ħdθ- (-28.39); ħamθ- (-28.49); ʃidθ- (-28.49)	10
sem-pro	a-i-*301-wa-j	aiΘwaj	U₃	-17.0572	U₃ (-17.06); -aj- (-19.62); -at- (-19.62)	6
sem-pro	a-i-*301-wa-ja	aiΘwaja	U₃	-20.2315	U₃ (-20.23); -aj- (-22.65); -at- (-22.65)	7
sem-pro	a-i-*301-wa-ja-a	aiΘwajaa	U₃	-23.4538	U₃ (-23.45); -at- (-25.75); -aj- (-25.75)	8
sem-pro	a-i-*301-wa-ja-a-d	aiΘwajaad	U₃	-26.712	U₃ (-26.71); -at- (-28.90); -aj- (-28.90)	9
sem-pro	a-i-*301-wa-ja-a-di	aiΘwajaadi	U₃	-29.9981	U₃ (-30.00); ħdθ- (-32.05); -at- (-32.08)	10
sem-pro	a-i-*301-wa-ja-a-j	aiΘwajaaj	U₃	-26.712	U₃ (-26.71); -aj- (-28.90); -at- (-28.90)	9
sem-pro	a-i-*301-wa-ja-a-ja	aiΘwajaaja	U₃	-29.9981	U₃ (-30.00); -aj- (-32.08); -at- (-32.08)	10
sem-pro	a-i-*301-wa-ja-j	aiΘwajaj	U₃	-23.4538	U₃ (-23.45); -at- (-25.75); -aj- (-25.75)	8
sem-pro	a-i-*301-wa-ja-ja	aiΘwajaja	U₃	-26.712	U₃ (-26.71); -aj- (-28.90); -at- (-28.90)	9
sem-pro	a-i-*301-wa-ja-ja-a	aiΘwajajaa	U₃	-29.9981	U₃ (-30.00); -aj- (-32.08); -at- (-32.08)	10
sem-pro	a-i-*301-wa-ja-ja-d	aiΘwajajad	U₃	-29.9981	U₃ (-30.00); -at- (-32.08); -aj- (-32.08)	10
sem-pro	a-i-*301-wa-ja-ja-i	aiΘwajajai	U₃	-29.9981	U₃ (-30.00); -aj- (-32.08); -at- (-32.08)	10
sem-pro	a-i-*301-wa-ja-ja-j	aiΘwajajaj	U₃	-29.9981	U₃ (-30.00); -aj- (-32.08); -at- (-32.08)	10
sem-pro	a-i-*301-wa-ja-ja-s	aiΘwajajas	U₃	-29.9981	U₃ (-30.00); -aj- (-32.08); -at- (-32.08)	10
sem-pro	a-i-*301-wa-ja-s	aiΘwajas	U₃	-23.4538	U₃ (-23.45); -aj- (-25.75); -at- (-25.75)	8
sem-pro	a-i-*301-wa-ja-se	aiΘwajase	-b	-25.3442	-b (-25.34); ðiʔb (-25.96); U₃ (-26.71)	9
sem-pro	a-i-*301-wa-ja-se-k	aiΘwajasek	sˤ́aʔn-	-27.7615	sˤ́aʔn- (-27.76); ðiʔb- (-28.82); -b (-28.85)	10
sem-pro	a-i-*301-wa-ja-t	aiΘwajat	U₃	-23.4538	U₃ (-23.45); -at- (-25.75); -aj- (-25.75)	8
sem-pro	a-i-*301-wa-ja-tu	aiΘwajatu	U₃	-26.712	U₃ (-26.71); -aj- (-28.90); -at- (-28.90)	9
sem-pro	a-i-*301-wa-ja-tu-r	aiΘwajatur	U₃	-29.9981	U₃ (-30.00); -iʃ (-30.50); -at- (-31.95)	10
sem-pro	a-ja-a-d	ajaad	U₃	-13.9506	U₃ (-13.95); -at- (-16.67); -aj- (-16.67)	5
sem-pro	a-ja-a-di	ajaadi	U₃	-17.0572	U₃ (-17.06); ħdθ- (-18.67); -at- (-19.62)	6
sem-pro	a-ja-a-di-k	ajaadik	U₃	-20.2315	U₃ (-20.23); θ̣ahr (-20.34); θ̣ipr (-20.34)	7
sem-pro	a-ja-a-di-ki	ajaadiki	θin-	-23.0868	θin- (-23.09); θ̣ill- (-23.13); θ̣urr- (-23.13)	8
sem-pro	a-ja-a-di-ki-t	ajaadikit	θuːm-	-25.3125	θuːm- (-25.31); θ̣upr- (-25.56); θ̣ill- (-25.56)	9
sem-pro	a-ja-a-di-ki-te	ajaadikite	θuːm	-23.206	θuːm (-23.21); ħam (-24.54); tihaːm (-25.22)	10
sem-pro	a-ja-a-j	ajaaj	U₃	-13.9506	U₃ (-13.95); -at- (-16.67); -aj- (-16.67)	5
sem-pro	a-ja-a-ja	ajaaja	U₃	-17.0572	U₃ (-17.06); -at- (-19.62); -aj- (-19.62)	6
sem-pro	a-ja-di	ajadi	U₃	-13.9506	U₃ (-13.95); ħdθ- (-15.40); -aj- (-16.67)	5
sem-pro	a-ja-di-k	ajadik	θ̣ahr	-16.8346	θ̣ahr (-16.83); θ̣abj (-16.84); θ̣ipr (-16.84)	6
sem-pro	a-ja-di-ki	ajadiki	θin-	-19.5804	θin- (-19.58); θ̣ill- (-19.63); θ̣upr- (-19.63)	7
sem-pro	a-ja-di-ki-t	ajadikit	θuːm-	-21.8061	θuːm- (-21.81); θ̣urr- (-22.06); θ̣upr- (-22.06)	8
sem-pro	a-ja-di-ki-tu	ajadikitu	θuːm-	-24.4196	θuːm- (-24.42); θ̣urr- (-24.87); θ̣upr- (-24.87)	9
sem-pro	a-ja-di-ki-tu-j	ajadikituj	θuːm-	-27.2471	θuːm- (-27.25); ħamsˤ́- (-27.80); θ̣ill- (-27.87)	10
sem-pro	a-ja-i-n	ajain	-r	-12.6937	-r (-12.69); U₃ (-13.95); maːj (-15.66)	5
sem-pro	a-ja-i-n-w	ajainw	-r	-16.1989	-r (-16.20); U₃ (-17.06); -aj- (-17.78)	6
sem-pro	a-ja-i-nwa	ajainwa	-r	-19.7037	-r (-19.70); U₃ (-20.23); -aj- (-20.64)	7
sem-pro	a-ja-i-nwa-z	ajainwaz	-r	-23.2081	-r (-23.21); U₃ (-23.45); ʔalp (-23.73)	8
sem-pro	a-ja-i-nwa-za	ajainwaza	ħalkˤ	-26.5766	ħalkˤ (-26.58); ʔalp- (-26.58); malk- (-26.58)	9
sem-pro	a-ja-i-nwa-za-*56	ajainwazaΦ	birk-	-29.403	birk- (-29.40); malk- (-29.40); ħalkˤ (-29.40)	10
sem-pro	a-ja-ja	ajaja	U₃	-13.9506	U₃ (-13.95); -at- (-16.67); -aj- (-16.67)	5
sem-pro	a-ja-ja-a	ajajaa	U₃	-17.0572	U₃ (-17.06); -at- (-19.62); -aj- (-19.62)	6
sem-pro	a-ja-ja-d	ajajad	U₃	-17.0572	U₃ (-17.06); -aj- (-19.62); -at- (-19.62)	6
sem-pro	a-ja-ja-di	ajajadi	U₃	-20.2315	U₃ (-20.23); ħdθ- (-21.98); -at- (-22.65)	7
sem-pro	a-ja-ja-di-k	ajajadik	U₃	-23.4538	U₃ (-23.45); θ̣ahr (-23.84); θ̣urr (-23.84)	8
sem-pro	a-ja-ja-di-ki	ajajadiki	θin-	-26.5931	θin- (-26.59); θ̣urr- (-26.63); θ̣upr- (-26.63)	9
sem-pro	a-ja-ja-di-ki-t	ajajadikit	θuːm-	-28.8186	θuːm- (-28.82); θ̣ill- (-29.06); θ̣urr- (-29.06)	10
sem-pro	a-ja-ja-i	ajajai	U₃	-17.0572	U₃ (-17.06); -at- (-19.62); -aj- (-19.62)	6
sem-pro	a-ja-ja-i-n	ajajain	-r	-19.3043	-r (-19.30); U₃ (-20.23); piːl (-21.76)	7
sem-pro	a-ja-ja-i-n-w	ajajainw	-r	-22.8099	-r (-22.81); U₃ (-23.45); -aj- (-24.08)	8
sem-pro	a-ja-ja-i-nwa	ajajainwa	-r	-26.3152	-r (-26.32); U₃ (-26.71); -aj- (-26.95)	9
sem-pro	a-ja-ja-i-nwa-z	ajajainwaz	-r	-29.8202	-r (-29.82); U₃ (-30.00); -aj- (-30.07)	10
sem-pro	a-ja-ja-j	ajajaj	U₃	-17.0572	U₃ (-17.06); -at- (-19.62); -aj- (-19.62)	6
sem-pro	a-ja-ja-ja	ajajaja	U₃	-20.2315	U₃ (-20.23); -aj- (-22.65); -at- (-22.65)	7
sem-pro	a-ja-ja-s	ajajas	U₃	-17.0572	U₃ (-17.06); -aj- (-19.62); -at- (-19.62)	6
sem-pro	a-ja-ja-sa	ajajasa	U₃	-20.2315	U₃ (-20.23); -at- (-22.65); -aj- (-22.65)	7
sem-pro	a-ja-ja-sa-s	ajajasas	U₃	-23.4538	U₃ (-23.45); -aj- (-25.75); -at- (-25.75)	8
sem-pro	a-ja-ja-sa-sa	ajajasasa	U₃	-26.712	U₃ (-26.71); ʔak- (-28.87); ʔil- (-28.87)	9
sem-pro	a-ja-ja-sa-sa-r	ajajasasar	raʔʃ	-28.9448	raʔʃ (-28.94); ʔiʃ (-29.69); U₃ (-30.00)	10
sem-pro	a-ja-ja-w	ajajaw	U₃	-17.0572	U₃ (-17.06); -at- (-19.62); -aj- (-19.62)	6
sem-pro	a-ja-ja-wa	ajajawa	U₃	-20.2315	U₃ (-20.23); -aj- (-22.65); -at- (-22.65)	7
sem-pro	a-ja-re	ajare	-b	-12.0045	-b (-12.00); ʃum (-13.85); ʃim (-13.85)	5
sem-pro	a-ja-re-t	ajaret	tiʃʕ-	-15.4147	tiʃʕ- (-15.41); -b (-15.51); ʃim- (-16.68)	6
sem-pro	a-ja-re-ta	ajareta	tiʃʕ-	-18.2376	tiʃʕ- (-18.24); -b (-19.02); ʃim- (-19.50)	7
sem-pro	a-ja-sa	ajasa	U₃	-13.9506	U₃ (-13.95); -aj- (-16.67); -at- (-16.67)	5
sem-pro	a-ja-sa-s	ajasas	U₃	-17.0572	U₃ (-17.06); ʔak- (-19.19); ʔil- (-19.19)	6
sem-pro	a-ja-sa-sa	ajasasa	U₃	-20.2315	U₃ (-20.23); ʔak- (-21.87); ʔiʃ- (-21.87)	7
sem-pro	a-ja-sa-sa-r	ajasasar	raʔʃ	-22.3575	raʔʃ (-22.36); ʔiʃ (-22.68); U₃ (-23.45)	8
sem-pro	a-ja-sa-sa-ra	ajasasara	kaʔs-	-25.2087	kaʔs- (-25.21); raʔʃ- (-25.21); ʔiʃ- (-25.48)	9
sem-pro	a-ja-sa-sa-ra-m	ajasasaram	kaʔs-	-28.0344	kaʔs- (-28.03); raʔʃ- (-28.03); ʔarsˤ́ (-28.33)	10
sem-pro	a-ja-se	ajase	-b	-12.0045	-b (-12.00); ðiʔb (-12.83); ʔab (-13.85)	5
sem-pro	a-ja-se-k	ajasek	-b	-15.5112	-b (-15.51); ðiʔb- (-15.68); ðiʔb (-16.07)	6
sem-pro	a-ja-se-ka	ajaseka	ða-	-16.881	ða- (-16.88); ba- (-16.88); ðiʔb- (-18.35)	7
sem-pro	a-ja-se-ka-n	ajasekan	maːj	-17.566	maːj (-17.57); ʔarbaj (-18.16); ʔil (-18.22)	8
sem-pro	a-ja-se-ka-na	ajasekana	nuːr-	-20.4144	nuːr- (-20.41); maːj- (-20.41); ʔabaj- (-20.84)	9
sem-pro	a-ja-se-ka-na-s	ajasekanas	marʔ	-21.7233	marʔ (-21.72); nuːr- (-23.24); maːj- (-23.24)	10
sem-pro	a-ja-tu	ajatu	U₃	-13.9506	U₃ (-13.95); -at- (-16.67); -aj- (-16.67)	5
sem-pro	a-ja-tu-r	ajatur	U₃	-17.0572	U₃ (-17.06); -iʃ (-17.50); mut (-19.31)	6
sem-pro	a-ja-tu-ru	ajaturu	U₃	-20.2315	U₃ (-20.23); -at- (-20.30); -iʃ (-21.00)	7
sem-pro	a-ja-tu-ru-s	ajaturus	-at-	-23.1436	-at- (-23.14); U₃ (-23.45); buːsˤ- (-23.62)	8
sem-pro	a-ja-tu-ru-sa	ajaturusa	buːsˤ-	-26.0785	buːsˤ- (-26.08); -at- (-26.25); U₃ (-26.71)	9
sem-pro	a-ja-tu-ru-sa-i	ajaturusai	buːsˤ-	-28.9097	buːsˤ- (-28.91); -at- (-29.47); ʕisˤ́- (-29.91)	10
sem-pro	a-ja-wa	ajawa	U₃	-13.9506	U₃ (-13.95); -at- (-16.67); -aj- (-16.67)	5
sem-pro	a-ka-na	akana	-aj-	-9.8963	-aj- (-9.90); nuːr- (-12.66); maːj- (-12.66)	5
sem-pro	a-ka-na-s	akanas	-aj-	-12.7223	-aj- (-12.72); marʔ (-13.97); nuːr- (-15.49)	6
sem-pro	a-ka-na-si	akanasi	-aj-	-15.828	-aj- (-15.83); marʔ (-17.48); nuːr- (-18.59)	7
sem-pro	a-ma-i-n	amain	-r	-12.6937	-r (-12.69); U₃ (-13.95); maːj (-15.66)	5
sem-pro	a-ma-i-na	amaina	-r	-16.1989	-r (-16.20); U₃ (-17.06); -aj- (-17.78)	6
sem-pro	a-ma-i-na-j	amainaj	-r	-19.7037	-r (-19.70); U₃ (-20.23); -aj- (-20.64)	7
sem-pro	a-ma-i-na-ja	amainaja	-r	-23.2081	-r (-23.21); U₃ (-23.45); -aj- (-23.74)	8
sem-pro	a-ma-i-na-ja-r	amainajar	U₃	-26.712	U₃ (-26.71); -r (-26.71); -aj- (-26.95)	9
sem-pro	a-ma-i-na-ja-re	amainajare	-b	-28.7344	-b (-28.73); jawm (-29.95); wajn (-29.95)	10
sem-pro	a-ma-na	amana	-r	-12.9775	-r (-12.98); U₃ (-13.95); -aj- (-14.76)	5
sem-pro	a-ma-na-d	amanad	-r	-16.4818	-r (-16.48); warx (-16.53); U₃ (-17.06)	6
sem-pro	a-ma-na-da	amanada	warx-	-19.3864	warx- (-19.39); ʔurx- (-19.87); ʔarx- (-19.87)	7
sem-pro	a-ma-na-da-w	amanadaw	warx-	-22.2106	warx- (-22.21); ʔarx- (-22.70); ʔurx- (-22.70)	8
sem-pro	a-ma-na-da-wa	amanadawa	warx-	-25.3155	warx- (-25.32); ʔarx- (-25.80); ʔurx- (-25.80)	9
sem-pro	a-ma-na-da-wa-i	amanadawai	warx-	-28.5363	warx- (-28.54); ʔurx- (-29.02); ʔarx- (-29.02)	10
sem-pro	a-ma-si	amasi	U₃	-13.9506	U₃ (-13.95); -aj- (-16.67); -at- (-16.67)	5
sem-pro	a-ma-si-r	amasir	raʔʃ	-16.334	raʔʃ (-16.33); ʔiʃ (-16.72); U₃ (-17.06)	6
sem-pro	a-ma-si-ru	amasiru	raʔʃ-	-19.1878	raʔʃ- (-19.19); kaʔs- (-19.19); ʔiʃ- (-19.54)	7
sem-pro	a-ma-si-ru-t	amasirut	raʔʃ-	-22.0123	raʔʃ- (-22.01); kaʔs- (-22.01); ʔiʃ- (-22.37)	8
sem-pro	a-ma-si-ru-te	amasirute	ʔarsˤ́	-24.89	ʔarsˤ́ (-24.89); xatˤm (-24.98); raʔʃ- (-25.12)	9
sem-pro	a-ma-te	amate	-b	-12.0045	-b (-12.00); U₃ (-13.95); nuːb (-14.97)	5
sem-pro	a-me-i-t	ameit	-b	-12.6898	-b (-12.69); U₃ (-13.95); dam- (-14.86)	5
sem-pro	a-me-i-ti	ameiti	-b	-16.195	-b (-16.20); U₃ (-17.06); dam- (-17.84)	6
sem-pro	a-me-u-n	ameun	-b	-12.6898	-b (-12.69); -r (-12.69); maːj (-13.25)	5
sem-pro	a-me-u-na	ameuna	maːj-	-16.0974	maːj- (-16.10); nuːr- (-16.10); madr- (-16.11)	6
sem-pro	a-me-u-na-k	ameunak	maːj-	-18.9117	maːj- (-18.91); nuːr- (-18.91); ɡadj- (-18.93)	7
sem-pro	a-me-u-na-ka	ameunaka	ða-	-20.3762	ða- (-20.38); ba- (-20.38); la- (-21.07)	8
sem-pro	a-me-u-na-ka-n	ameunakan	maːj	-21.0592	maːj (-21.06); namir (-23.08); ɡamal (-23.08)	9
sem-pro	a-me-u-na-ka-na	ameunakana	maːj-	-23.8999	maːj- (-23.90); nuːr- (-23.90); ʕalaj- (-24.32)	10
sem-pro	a-me-u-na-r	ameunar	bajt	-17.3579	bajt (-17.36); nuːr- (-18.92); maːj- (-18.92)	7
sem-pro	a-me-u-na-ru	ameunaru	bajt-	-20.2112	bajt- (-20.21); dalt- (-20.21); bajt (-20.86)	8
sem-pro	a-me-u-na-ru-k	ameunaruk	bajt-	-23.0354	bajt- (-23.04); dalt- (-23.04); buːsˤ- (-23.89)	9
sem-pro	a-me-u-na-ru-ka	ameunaruka	dalt-	-26.1322	dalt- (-26.13); bajt- (-26.13); buːsˤ- (-26.35)	10
sem-pro	a-na-da	anada	warx-	-12.9004	warx- (-12.90); warx (-13.55); U₃ (-13.95)	5
sem-pro	a-na-da-w	anadaw	warx-	-15.7242	warx- (-15.72); ʔarx- (-16.78); ʔurx- (-16.78)	6
sem-pro	a-na-da-wa	anadawa	warx-	-18.8286	warx- (-18.83); ʔarx- (-19.89); ʔurx- (-19.89)	7
sem-pro	a-na-da-wa-i	anadawai	warx-	-22.0489	warx- (-22.05); ʔurx- (-23.11); ʔarx- (-23.11)	8
sem-pro	a-na-da-wa-i-j	anadawaij	warx-	-25.3328	warx- (-25.33); ʔurx- (-26.39); ʔarx- (-26.39)	9
sem-pro	a-na-da-wa-i-ja	anadawaija	warx-	-28.657	warx- (-28.66); ʔurx- (-29.72); ʔarx- (-29.72)	10
sem-pro	a-na-i-*301	anaiΘ	U₃	-13.9506	U₃ (-13.95); -r (-14.05); -aj- (-15.16)	5
sem-pro	a-na-i-*301-t	anaiΘt	U₃	-17.0572	U₃ (-17.06); -r (-17.54); -aj- (-18.32)	6
sem-pro	a-na-i-*301-ti	anaiΘti	U₃	-20.2315	U₃ (-20.23); -r (-21.04); -aj- (-21.53)	7
sem-pro	a-na-i-*301-ti-j	anaiΘtij	U₃	-23.4538	U₃ (-23.45); -r (-24.53); -aj- (-24.78)	8
sem-pro	a-na-i-*301-ti-ja	anaiΘtija	U₃	-26.712	U₃ (-26.71); -r (-28.02); -aj- (-28.05)	9
sem-pro	a-na-i-*301-ti-ja-s	anaiΘtijas	U₃	-29.9981	U₃ (-30.00); -aj- (-31.34); laː (-31.35)	10
sem-pro	a-na-i-*301-u	anaiΘu	U₃	-17.0572	U₃ (-17.06); -r (-17.54); -aj- (-18.32)	6
sem-pro	a-na-i-*301-u-t	anaiΘut	U₃	-20.2315	U₃ (-20.23); -r (-21.04); -aj- (-21.53)	7
sem-pro	a-na-i-*301-u-ti	anaiΘuti	U₃	-23.4538	U₃ (-23.45); -r (-24.53); -aj- (-24.78)	8
sem-pro	a-na-i-*301-u-ti-n	anaiΘutin	-r	-25.9138	-r (-25.91); U₃ (-26.71); riɡl (-27.35)	9
sem-pro	a-na-i-*301-u-ti-nu	anaiΘutinu	-r	-29.4198	-r (-29.42); U₃ (-30.00); riɡl- (-30.16)	10
sem-pro	a-na-si	anasi	U₃	-13.9506	U₃ (-13.95); -r (-14.05); marʔ (-14.61)	5
sem-pro	a-na-si-s	anasis	U₃	-17.0572	U₃ (-17.06); marʔ (-17.41); -r (-17.54)	6
sem-pro	a-na-si-si	anasisi	U₃	-20.2315	U₃ (-20.23); labiʔ- (-20.85); marʔ (-20.92)	7
sem-pro	a-na-si-si-r	anasisir	raʔʃ	-19.8308	raʔʃ (-19.83); ʔiʃ (-22.68); raʔʃ- (-22.98)	8
sem-pro	a-na-ti	anati	U₃	-13.9506	U₃ (-13.95); -r (-14.05); -aj- (-15.16)	5
sem-pro	a-na-ti-*301	anatiΘ	U₃	-17.0572	U₃ (-17.06); -r (-17.54); -aj- (-18.32)	6
sem-pro	a-na-ti-*301-w	anatiΘw	U₃	-20.2315	U₃ (-20.23); -r (-21.04); -aj- (-21.53)	7
sem-pro	a-na-ti-*301-wa	anatiΘwa	U₃	-23.4538	U₃ (-23.45); -r (-24.53); -aj- (-24.78)	8
sem-pro	a-na-ti-*301-wa-j	anatiΘwaj	U₃	-26.712	U₃ (-26.71); -r (-28.02); -aj- (-28.05)	9
sem-pro	a-na-ti-*301-wa-ja	anatiΘwaja	U₃	-29.9981	U₃ (-30.00); -aj- (-31.34); laː (-31.35)	10
sem-pro	a-ra-ma	arama	U₃	-13.9506	U₃ (-13.95); -at- (-14.59); ʃim- (-15.02)	5
sem-pro	a-ra-ma-n	araman	-r	-15.9787	-r (-15.98); ɬaʕr (-16.75); U₃ (-17.06)	6
sem-pro	a-ra-ma-na	aramana	-r	-19.4842	-r (-19.48); tall- (-19.54); ɬahr- (-19.59)	7
sem-pro	a-ra-ma-na-d	aramanad	tall-	-22.3589	tall- (-22.36); ɬahr- (-22.40); ɬaʕr- (-22.42)	8
sem-pro	a-ra-ma-na-da	aramanada	tall-	-25.4537	tall- (-25.45); ɬahr- (-25.47); ʃidθ- (-25.49)	9
sem-pro	a-ra-ma-na-da-w	aramanadaw	ʃidθ-	-28.3191	ʃidθ- (-28.32); ɬahr- (-28.65); tall- (-28.66)	10
sem-pro	a-ra-me	arame	-b	-12.0045	-b (-12.00); tˤaʕm (-12.16); xatˤm (-12.59)	5
sem-pro	a-ra-me-i	aramei	tˤiːn-	-14.1375	tˤiːn- (-14.14); tˤaːb- (-14.14); sˤ́aʔn- (-15.36)	6
sem-pro	a-ra-me-i-t	arameit	tˤiːn-	-16.9587	tˤiːn- (-16.96); tˤaːb- (-16.96); sˤ́aʔn- (-18.18)	7
